temperature,heat_index,humidity,pressure,wind_direction,wind_speed,precipitation,gust_speed,sealevel_pressure,conditions
55,757.49,74,30.43,28.16,10.12,97,6.75,30.12,Haze
55,769.68,75,30.44,106.67,13.5,98,6.75,30.16,Haze
55,456.77,78,30.44,112.92,11.25,98,3.37,30.16,Haze
55,796.37,78,30.44,77.86,7.87,99,6.75,30.13,Haze
56,796.52,80,30.44,61.71,16.87,99,9,30.11,Smoke
57,799.77,76,30.43,46.71,6.75,99,4.5,30.05,Smoke
56,813.82,73,30.43,10.87,11.25,98,7.87,29.98,Smoke
56,800.16,75,30.44,0.1,7.87,96,7.87,30.06,Smoke
56,844.53,77,30.43,89.46,10.12,93,5.62,30.19,Smoke
55,767.5,79,30.44,7.31,5.62,90,10.12,30.24,Smoke
56,676.01,78,30.44,5.79,4.5,89,5.62,30.22,Smoke
57,694.78,75,30.44,111.42,4.5,90,5.62,30.13,Smoke
57,873.39,68,30.44,0.41,9,95,2.25,30.09,Smoke
57,734.85,72,30.44,2.53,7.87,96,4.5,30.16,Smoke
56,837.4,74,30.45,118.84,2.25,97,9,30.23,Smoke
57,869.97,74,30.45,26.48,7.87,98,5.62,30.29,Smoke
57,872.82,73,30.45,201.63,4.5,99,13.5,30.25,Smoke
57,880.01,68,30.45,10.05,13.5,99,6.75,30.22,Smoke
58,881.21,63,30.46,98.49,4.5,98,5.62,30.18,Smoke
58,881.45,66,30.46,110.51,4.5,98,4.5,30.09,Smoke
57,881.33,62,30.46,84.68,4.5,98,3.37,30.04,Smoke
56,877.08,70,30.46,54.02,6.75,98,2.25,29.97,Smoke
56,876.11,73,30.46,79.41,5.62,96,5.62,29.9,Smoke
56,875.72,69,30.46,112.46,9,95,7.87,30.1,Smoke
55,874.43,78,30.47,77.63,7.87,95,3.37,30.54,Smoke
55,873.95,81,30.47,56.07,10.12,94,4.5,30.35,Smoke
55,871.7,78,30.47,73.5,5.62,96,7.87,30.09,Smoke
56,870.62,78,30.47,80.94,6.75,95,4.5,29.94,Smoke
55,869.57,77,30.47,32.08,4.5,97,13.5,30.11,Smoke
55,866.64,69,30.47,52.4,4.5,98,2.25,30.19,Smoke
56,859.22,76,30.48,44.02,10.12,99,3.37,30.32,Smoke
55,860.04,70,30.48,51.02,11.25,99,4.5,30.31,Smoke
56,855.77,79,30.47,77.1,7.87,100,7.87,29.93,Smoke
56,851.36,80,30.48,62.55,10.12,99,5.62,29.57,Smoke
55,846.33,79,30.48,90.7,10.12,99,1.12,29.67,Smoke
55,838.04,80,30.48,47.72,7.87,100,2.25,30.02,Smoke
55,833.99,80,30.48,102.82,11.25,100,5.62,30.08,Smoke
54,825.92,79,30.48,180.33,7.87,99,5.62,30.05,Smoke
54,820.39,81,30.48,55.81,6.75,100,6.75,29.97,Smoke
54,810.56,74,30.48,119.36,12.37,100,4.5,30.01,Smoke
55,804.2,64,30.48,168.97,5.62,100,6.75,29.85,Smoke
54,796.64,51,30.48,142.82,5.62,100,7.87,29.94,Smoke
54,788.52,53,30.48,54.81,4.5,100,9,30.11,Smoke
53,778.24,52,30.48,79.07,7.87,100,7.87,30.49,Smoke
53,768.83,54,30.48,90.32,9,100,7.87,30.6,Smoke
52,755.83,70,30.48,116.88,10.12,100,5.62,30.37,Smoke
53,746.74,71,30.49,156.91,3.37,100,6.75,30.04,Smoke
53,734.27,62,30.49,353.54,4.5,100,3.37,30.02,Smoke
53,723.52,52,30.49,59.37,7.87,101,6.75,30.01,Smoke
54,710.57,49,30.48,97.52,11.25,101,7.87,30.18,Smoke
54,697.2,50,30.48,273.11,3.37,101,7.87,30.31,Smoke
53,683.54,51,30.48,87.15,4.5,101,5.62,29.94,Smoke
53,668.23,50,30.48,3.76,5.62,101,9,29.78,Smoke
53,652.97,68,30.49,65.73,13.5,101,5.62,30.49,Smoke
52,640.23,65,30.48,104.46,5.62,101,3.37,30.68,Smoke
51,625.13,71,30.48,128,10.12,101,2.25,30.46,Smoke
51,610.21,81,30.48,163.02,3.37,101,5.62,30.2,Smoke
51,593.22,72,30.48,115.42,3.37,101,4.5,30.26,Smoke
51,577.9,77,30.48,25.88,6.75,101,4.5,30.1,Smoke
51,561.45,75,30.48,100.92,5.62,101,6.75,30.02,Smoke
51,545.95,76,30.48,38.16,3.37,101,3.37,29.94,Smoke
51,530.2,84,30.48,47.51,3.37,101,7.87,30.11,Smoke
51,514.38,69,30.48,119.97,9,101,3.37,30.2,Smoke
50,496.52,87,30.48,349.26,3.37,101,10.12,30.08,Haze
51,479.62,86,30.48,72.46,5.62,101,5.62,30.38,Haze
51,460.81,70,30.48,46.64,6.75,101,3.37,30.31,Haze
50,442.93,77,30.47,68.02,5.62,101,0,29.9,Haze
48,424.72,84,30.47,151.6,6.75,101,7.87,29.85,Haze
48,408.53,95,30.47,148.06,11.25,101,7.87,29.85,Smoke
47,382.72,94,30.47,86.44,5.62,102,6.75,30.04,Smoke
47,370.54,98,30.47,151.09,6.75,102,9,30.13,Smoke
47,344.62,99,30.47,128.7,5.62,101,1.12,29.96,Smoke
46,320.35,100,30.47,46.73,3.37,102,10.12,30.31,Smoke
46,299.46,101,30.47,130.08,9,102,4.5,30.74,Smoke
45,273.3,101,30.47,103.29,7.87,102,2.25,30.64,Smoke
45,248.69,101,30.47,122.64,2.25,102,6.75,30.3,Smoke
45,56.3,101,30.46,136.69,9,102,6.75,30.02,Smoke
45,61.52,101,30.46,49.62,2.25,102,3.37,29.95,Smoke
45,64.43,101,30.46,47.92,3.37,102,3.37,30.04,Smoke
45,36.09,101,30.46,96.88,6.75,102,6.75,30.25,Smoke
45,31.82,101,30.46,46.65,3.37,102,5.62,30.33,Smoke
45,19.51,101,30.46,166.58,1.12,102,6.75,30.01,Smoke
44,18.42,100,30.46,112.38,10.12,102,4.5,29.97,Smoke
44,17.27,100,30.46,149.26,4.5,102,5.62,30.11,Smoke
44,16.6,100,30.46,169.51,4.5,102,3.37,30.09,Haze
45,24.78,100,30.46,185.64,9,102,5.62,29.83,Haze
45,18.13,100,30.46,180.44,5.62,102,4.5,29.74,Haze
45,10.93,100,30.46,148.27,9,102,5.62,29.58,Haze
45,7.82,100,30.46,145.09,5.62,102,7.87,29.75,Haze
45,5.69,100,30.46,135.61,6.75,102,7.87,29.94,Smoke
44,4.23,100,30.46,142.06,7.87,102,1.12,29.71,Smoke
45,2.64,100,30.46,144.24,10.12,102,2.25,29.92,Smoke
45,1.48,100,30.46,167.83,6.75,102,2.25,30.27,Smoke
44,1.2,100,30.45,143.94,5.62,102,0,30.35,Smoke
44,1.21,99,30.45,97.97,7.87,102,3.37,30.35,Smoke
44,1.18,99,30.45,126.9,10.12,102,5.62,30.32,Smoke
44,1.2,99,30.45,152.13,6.75,102,5.62,30.19,Smoke
44,1.2,99,30.44,125.64,10.12,102,4.5,30.03,Smoke
44,1.2,98,30.44,170.69,4.5,102,3.37,29.98,Smoke
44,1.22,97,30.45,174.22,4.5,102,6.75,30.22,Smoke
44,1.2,97,30.44,132.1,4.5,102,1.12,30.37,Smoke
43,1.22,95,30.44,122.93,9,102,10.12,30.24,Smoke
43,1.19,95,30.44,129.59,10.12,102,1.12,30.06,Smoke
43,1.21,94,30.44,135.51,11.25,102,7.87,29.91,Smoke
43,1.21,91,30.44,130.94,14.62,102,3.37,29.8,Smoke
43,1.23,88,30.44,133.89,10.12,102,7.87,29.88,Smoke
43,1.19,87,30.44,171.67,9,102,5.62,30.28,Smoke
43,1.17,87,30.44,209.54,3.37,102,9,30.16,Smoke
42,1.18,82,30.43,113.75,7.87,102,3.37,29.99,Haze
42,1.2,80,30.43,133.47,9,102,5.62,30.09,Haze
43,1.17,77,30.43,131.08,13.5,102,4.5,30.05,Haze
43,1.21,70,30.43,154.59,10.12,102,7.87,29.94,Smoke
44,1.19,64,30.43,146.18,14.62,102,3.37,30.16,Smoke
44,1.2,55,30.43,76.93,3.37,102,3.37,30.1,Smoke
44,1.23,49,30.43,60.79,6.75,102,3.37,29.85,Smoke
44,1.2,48,30.43,157.76,2.25,102,4.5,29.78,Smoke
44,1.21,51,30.43,207.15,3.37,102,5.62,29.84,Smoke
44,1.22,53,30.43,122.72,12.37,102,3.37,29.95,Smoke
44,1.19,53,30.43,203.92,5.62,102,5.62,29.97,Smoke
44,1.2,53,30.43,132.89,10.12,102,5.62,29.86,Smoke
43,1.17,56,30.43,158.59,5.62,102,2.25,29.64,Smoke
42,1.19,57,30.43,184.66,6.75,102,1.12,29.8,Smoke
42,1.24,63,30.43,145.95,4.5,102,2.25,30.13,Smoke
42,1.23,69,30.43,142.02,5.62,102,2.25,29.95,Smoke
42,1.18,85,30.43,128.3,11.25,102,5.62,29.92,Smoke
42,1.19,98,30.43,190.89,3.37,102,4.5,29.89,Smoke
43,1.21,100,30.43,85.25,2.25,102,1.12,30.08,Smoke
43,1.19,101,30.43,163.81,10.12,102,6.75,30.4,Smoke
43,1.23,101,30.44,88.72,9,102,5.62,30.48,Smoke
43,1.21,100,30.44,130.34,10.12,102,4.5,30.33,Smoke
43,1.19,100,30.44,164.98,9,102,6.75,30.11,Smoke
44,1.18,100,30.44,141.84,5.62,102,4.5,29.94,Smoke
44,1.19,100,30.44,169.72,5.62,102,1.12,30.12,Smoke
44,1.22,100,30.44,151.22,3.37,102,3.37,30.23,Smoke
44,1.2,100,30.44,142.57,9,102,7.87,30.13,Smoke
44,1.2,100,30.44,94.66,3.37,102,6.75,30.11,Smoke
45,1.23,100,30.44,92.93,5.62,102,3.37,30.09,Smoke
45,1.22,100,30.44,155.54,3.37,102,3.37,30.21,Smoke
45,1.18,100,30.44,90.06,5.62,102,4.5,30.14,Smoke
45,1.19,99,30.45,141.97,11.25,102,3.37,30.24,Smoke
45,1.23,99,30.45,143.41,10.12,102,10.12,30.26,Smoke
45,1.23,99,30.45,149.33,10.12,102,6.75,30.19,Smoke
45,1.2,99,30.45,113.54,7.87,102,3.37,30.12,Smoke
45,1.23,98,30.45,120.73,10.12,102,1.12,30.23,Smoke
45,1.21,98,30.45,127.33,9,102,2.25,30.2,Smoke
45,1.2,97,30.45,152.98,14.62,102,1.12,30.11,Smoke
45,1.19,97,30.45,124.41,10.12,102,3.37,30.06,Smoke
45,1.19,98,30.45,113.88,10.12,102,4.5,30.07,Smoke
45,1.2,99,30.45,143.67,9,102,4.5,30.02,Smoke
45,1.21,100,30.45,142.19,13.5,102,1.12,29.91,Smoke
45,1.2,100,30.45,89.3,5.62,102,6.75,29.97,Smoke
45,1.21,100,30.45,130.51,11.25,102,6.75,29.84,Smoke
45,1.23,99,30.45,136.11,11.25,102,6.75,29.83,Smoke
45,1.21,99,30.46,112.49,6.75,102,2.25,29.78,ShallowFog
45,1.21,99,30.46,148.16,13.5,102,3.37,29.76,Fog
45,1.2,99,30.46,115.37,10.12,102,7.87,29.85,Fog
45,1.19,99,30.46,121.37,11.25,102,5.62,29.76,Fog
45,1.22,98,30.46,131.86,7.87,102,2.25,29.82,Fog
45,1.21,98,30.46,222.64,6.75,102,1.12,29.75,Fog
45,1.22,97,30.46,135.32,5.62,102,3.37,29.72,Fog
45,1.2,96,30.46,214.72,7.87,102,1.12,29.67,Fog
45,1.19,95,30.46,136.05,11.25,102,2.25,30.04,Fog
45,1.2,94,30.46,97.51,9,102,4.5,30.21,Fog
45,1.21,93,30.46,274.71,4.5,102,5.62,30.17,Smoke
45,1.2,89,30.46,87.55,3.37,102,1.12,29.99,Smoke
46,1.18,85,30.46,137.59,12.37,102,2.25,29.9,Smoke
46,1.22,75,30.46,180.55,4.5,102,2.25,29.98,Smoke
47,1.22,74,30.46,105.4,12.37,102,1.12,30.12,Smoke
47,1.21,49,30.46,89.53,5.62,102,3.37,30.16,Smoke
46,1.21,48,30.46,142.29,4.5,102,4.5,30.14,Smoke
46,1.23,61,30.47,108.58,4.5,102,5.62,30.07,Smoke
46,1.25,67,30.47,0.09,5.62,102,2.25,30.03,Smoke
46,1.21,68,30.47,122.5,13.5,102,2.25,30.01,Smoke
45,1.19,65,30.47,125.03,15.75,102,1.12,30,Smoke
46,1.21,60,30.48,114.64,10.12,102,3.37,30,Smoke
46,1.25,59,30.48,158.79,5.62,102,7.87,30.02,Smoke
46,1.22,49,30.48,144.91,6.75,102,3.37,30,Smoke
46,1.2,45,30.48,153.95,6.75,102,7.87,29.86,Smoke
46,1.2,44,30.48,145.28,11.25,102,3.37,29.99,Clear
45,1.2,46,30.48,105.4,7.87,102,9,30.1,Smoke
43,1.2,49,30.48,110.71,14.62,102,5.62,29.87,Smoke
42,1.2,69,30.48,141.37,11.25,102,2.25,29.58,Smoke
43,1.18,91,30.48,106.23,6.75,101,1.12,29.56,Smoke
43,1.21,86,30.48,56.76,2.25,101,1.12,29.72,Smoke
44,1.19,79,30.48,346.63,3.37,100,2.25,29.58,Smoke
44,1.2,50,30.49,51.61,3.37,100,7.87,29.59,Smoke
44,1.21,42,30.48,114.91,4.5,99,7.87,29.89,Smoke
43,1.2,52,30.49,110.91,4.5,99,9,29.93,Smoke
44,1.2,59,30.49,12.71,1.12,99,9,29.9,Smoke
44,1.2,60,30.48,106.34,2.25,98,11.25,29.8,Smoke
44,1.21,47,30.48,84.82,6.75,97,7.87,30.03,Smoke
45,1.2,47,30.48,69.56,2.25,96,7.87,30.03,Smoke
45,1.22,31,30.48,141.95,3.37,96,4.5,29.95,Smoke
45,1.21,37,30.48,172.58,6.75,95,6.75,29.94,Smoke
45,1.2,48,30.48,67.81,4.5,95,5.62,29.97,ShallowFog
46,1.23,39,30.48,53.93,4.5,94,4.5,29.96,ShallowFog
46,1.24,36,30.48,99.44,9,93,7.87,29.91,ShallowFog
46,1.21,37,30.47,145.73,9,92,2.25,29.88,Fog
45,1.24,41,30.47,150.38,11.25,92,4.5,29.9,Fog
43,1.21,49,30.47,177.07,4.5,93,12.37,29.91,Fog
44,1.24,79,30.47,109.07,4.5,93,4.5,29.89,ShallowFog
45,1.19,81,30.47,95.69,3.37,93,2.25,29.9,ShallowFog
47,1.25,40,30.48,139.86,3.37,92,5.62,29.8,Smoke
47,1.22,37,30.48,124.05,5.62,92,1.12,29.77,Smoke
46,1.2,37,30.48,154.55,12.37,93,3.37,29.75,Smoke
45,1.19,45,30.48,99,9,90,2.25,29.74,Smoke
45,1.22,72,30.48,108.34,11.25,90,1.12,29.89,Smoke
45,1.18,82,30.48,121.98,2.25,90,2.25,30.05,Smoke
45,1.19,86,30.48,134.18,6.75,89,6.75,29.99,Smoke
45,1.23,88,30.48,103.79,5.62,89,2.25,29.89,Smoke
45,1.18,88,30.48,324.44,2.25,89,2.25,29.83,Smoke
45,1.21,87,30.48,112.01,4.5,84,6.75,29.72,Smoke
45,1.17,86,30.48,24.85,4.5,81,10.12,29.81,Smoke
45,1.2,89,30.48,147.78,16.87,80,6.75,29.85,Smoke
45,1.18,88,30.47,131.17,16.87,80,4.5,29.87,Smoke
45,1.2,85,30.48,127.59,12.37,81,7.87,30,Smoke
45,1.2,81,30.47,103.29,14.62,81,3.37,30.02,Smoke
44,1.21,76,30.47,120.48,16.87,79,5.62,30.01,Smoke
44,1.23,70,30.47,150.17,16.87,80,5.62,29.95,ShallowFog
45,1.2,63,30.47,153.41,15.75,81,7.87,29.92,ShallowFog
45,1.19,56,30.47,152.83,15.75,80,7.87,29.9,ShallowFog
47,1.16,41,30.47,17.42,9,81,6.75,29.83,ShallowFog
48,1.22,32,30.46,172.94,9,82,3.37,29.74,ShallowFog
48,1.22,31,30.46,180.39,2.25,84,3.37,29.82,ShallowFog
49,1.21,32,30.46,75.18,6.75,86,5.62,29.9,ShallowFog
49,1.21,28,30.46,138.59,15.75,86,7.87,29.9,ShallowFog
48,1.24,29,30.46,143.83,7.87,86,9,29.87,Smoke
48,1.25,32,30.46,123.86,14.62,85,4.5,29.86,Smoke
48,1.2,34,30.46,178.51,11.25,84,6.75,29.9,Smoke
50,1.22,37,30.45,148.54,11.25,85,7.87,29.89,Smoke
50,1.19,29,30.45,129.2,7.87,84,6.75,29.87,Smoke
50,1.23,30,30.45,104.19,13.5,85,4.5,29.9,Smoke
50,1.23,31,30.45,165.61,5.62,86,6.75,29.92,Smoke
50,1.2,28,30.45,187.1,4.5,87,10.12,29.82,Smoke
51,1.23,29,30.45,153.76,7.87,89,13.5,29.73,Smoke
51,1.22,27,30.44,179.12,9,90,11.25,29.75,Smoke
51,1.21,28,30.44,136.33,9,90,12.37,29.92,Smoke
51,1.23,27,30.44,148.87,3.37,90,4.5,29.92,Smoke
51,1.22,26,30.44,159.33,13.5,91,6.75,29.79,Smoke
51,1.21,28,30.44,170.23,12.37,91,12.37,29.67,Smoke
51,1.22,28,30.44,98.67,10.12,90,11.25,29.76,Smoke
51,1.23,28,30.44,146.29,13.5,91,5.62,30.02,ShallowFog
52,2,27,30.43,147.35,11.25,91,7.87,30.11,ShallowFog
52,4.79,28,30.43,166.08,12.37,90,10.12,30.08,ShallowFog
52,5.51,30,30.43,129.61,3.37,91,7.87,30,ShallowFog
53,11.61,30,30.44,127.71,7.87,91,10.12,29.91,ShallowFog
53,14.56,28,30.44,144.96,10.12,90,9,29.85,ShallowFog
54,26.85,29,30.44,119.19,12.37,89,5.62,29.88,ShallowFog
54,37.6,27,30.43,126.4,5.62,89,6.75,30.02,ShallowFog
55,58.78,28,30.43,139.48,5.62,90,4.5,30.06,Smoke
55,78.86,28,30.43,107.35,12.37,89,4.5,30,Smoke
55,105.52,27,30.43,140.95,19.12,93,4.5,29.97,Smoke
56,130.6,26,30.43,187.34,7.87,93,6.75,30.01,Smoke
56,152.95,26,30.43,115.74,13.5,95,4.5,30.06,Smoke
56,148.13,28,30.43,119.16,12.37,95,4.5,30.05,Smoke
56,136.31,31,30.43,94.89,7.87,97,3.37,30.02,Smoke
56,172.18,31,30.43,119.42,15.75,97,7.87,29.99,Smoke
55,207.77,35,30.42,155.82,14.62,98,1.12,29.95,Smoke
54,235.67,60,30.42,43.53,4.5,98,9,29.96,Smoke
54,252,69,30.42,68.74,6.75,99,11.25,29.99,Smoke
54,284.84,60,30.42,31.24,4.5,99,9,30.06,Smoke
53,312.42,64,30.42,108.15,14.62,98,3.37,30.07,Smoke
52,304.46,79,30.42,82.11,2.25,97,6.75,30.01,Smoke
53,323.92,78,30.42,66.84,12.37,97,12.37,29.93,Smoke
54,363.68,74,30.42,53.9,3.37,98,10.12,29.9,Smoke
55,344.8,69,30.42,16.9,6.75,98,3.37,29.98,Smoke
57,386.41,67,30.42,116.64,2.25,99,12.37,30.07,Smoke
58,436.96,33,30.42,52.35,4.5,99,1.12,30.03,Smoke
56,410.6,38,30.42,55.38,5.62,99,6.75,29.95,Smoke
54,458.58,59,30.41,137.94,12.37,99,9,29.9,Clear
53,408.29,82,30.42,70.56,3.37,99,4.5,29.88,ShallowFog
53,484.26,81,30.42,140.23,3.37,100,9,29.95,ShallowFog
54,524.17,77,30.42,30.15,6.75,100,4.5,30.03,Smoke
55,536.93,73,30.42,46.83,6.75,100,2.25,30.03,Smoke
56,489.92,66,30.42,118.3,13.5,100,9,29.97,Smoke
59,557.43,61,30.42,15.23,6.75,100,6.75,29.9,Smoke
59,578.66,27,30.42,41.99,5.62,100,10.12,29.86,Smoke
59,601.32,32,30.41,87.9,3.37,101,7.87,29.91,Smoke
57,647.43,49,30.41,48.55,11.25,101,5.62,29.97,Smoke
56,640.74,70,30.41,105.08,1.12,101,4.5,29.68,Smoke
55,635.26,64,30.41,38.38,6.75,101,5.62,29.68,Smoke
54,624.47,80,30.41,349.97,2.25,101,5.62,30.13,Smoke
53,655.85,85,30.41,86.28,9,101,4.5,30.49,Smoke
53,711.93,84,30.42,59.14,3.37,101,5.62,30.45,Smoke
54,708.86,83,30.42,4.51,6.75,101,2.25,30.33,Smoke
55,689.49,79,30.42,301.13,7.87,101,9,30.4,Smoke
55,675.99,81,30.42,73.52,14.62,101,4.5,30.39,Smoke
56,698.97,79,30.41,74.98,5.62,101,5.62,30.17,Smoke
55,787.33,79,30.42,37.57,9,101,2.25,30.1,Smoke
57,805.71,74,30.42,39.75,9,101,5.62,30.33,Smoke
59,685.64,68,30.41,146.85,18,101,4.5,30.39,Smoke
59,722.71,33,30.42,45.3,5.62,101,7.87,30.11,ScatteredClouds
58,670.73,63,30.42,70.75,5.62,101,3.37,30.37,MostlyCloudy
59,656.03,65,30.42,37.77,7.87,101,9,30.35,PartlyCloudy
61,754.74,59,30.43,76.09,7.87,101,9,29.95,PartlyCloudy
62,754.55,24,30.43,95.13,12.37,101,13.5,30.08,Smoke
62,791.61,26,30.43,99.07,6.75,101,4.5,30.68,Smoke
60,795.51,29,30.43,101.47,5.62,101,7.87,30.52,Smoke
59,788.74,63,30.43,53.84,9,101,5.62,30.2,Smoke
60,818.01,66,30.43,130.69,5.62,101,2.25,30.11,Smoke
59,804.46,37,30.43,119.37,6.75,101,6.75,29.87,Smoke
58,835.47,59,30.43,17.07,5.62,101,7.87,30.06,Smoke
57,774.15,66,30.43,76.26,10.12,101,4.5,30.01,Smoke
57,866.42,68,30.43,90.67,9,101,3.37,30.01,Smoke
57,869.77,78,30.43,76.96,9,101,7.87,30.13,Smoke
57,839.26,77,30.43,123.68,7.87,101,2.25,30.33,Smoke
57,864.66,77,30.44,71.41,7.87,101,1.12,30.13,Clear
57,875.5,71,30.44,54.64,15.75,101,3.37,30.29,Clear
58,782.87,73,30.44,81.55,2.25,101,1.12,30.19,Clear
58,761.8,71,30.44,353.85,3.37,102,5.62,30.22,Clear
58,778.13,59,30.45,100.8,6.75,102,5.62,30,Mist
56,838.67,74,30.44,49.36,9,102,12.37,30.31,Clear
56,743.86,82,30.45,23,5.62,102,7.87,30.11,Clear
56,689.16,77,30.45,99.08,6.75,102,2.25,30.47,ShallowFog
56,759.73,76,30.45,32.77,9,102,5.62,30.63,ShallowFog
57,557.33,78,30.45,118.94,4.5,102,1.12,30.19,ShallowFog
57,707.27,76,30.45,25.88,5.62,102,9,29.84,Fog
59,770.39,69,30.45,39.34,11.25,102,6.75,30.09,ShallowFog
60,733.95,36,30.45,43.67,2.25,102,6.75,30.4,Smoke
58,820.9,45,30.45,147.56,9,102,7.87,30.41,Smoke
56,785.04,69,30.45,147.05,1.12,102,4.5,30.06,Smoke
54,920.24,82,30.45,327.6,6.75,102,4.5,29.87,Smoke
53,879.59,88,30.46,167.45,7.87,102,5.62,29.81,Smoke
53,876.13,89,30.46,17.68,7.87,102,2.25,30.09,Smoke
53,815.54,87,30.46,79.5,13.5,102,4.5,30.17,Smoke
53,798.15,89,30.46,58.47,6.75,102,5.62,29.95,Smoke
52,700.97,89,30.46,39.84,9,102,10.12,30.37,Smoke
52,711.42,90,30.46,158.38,10.12,102,4.5,30.48,Smoke
52,758.34,88,30.46,89,13.5,102,5.62,30.32,Clear
54,481.67,85,30.47,54.15,12.37,102,4.5,30.17,Clear
54,780.74,72,30.46,26.58,5.62,102,5.62,30.05,Clear
53,829.53,80,30.47,83.91,4.5,102,2.25,30.15,Clear
53,740.63,82,30.47,10.23,20.25,102,3.37,30.24,ShallowFog
52,723.57,81,30.47,351.86,4.5,102,3.37,30.18,ShallowFog
51,766.97,79,30.47,11.2,5.62,102,3.37,30.02,Fog
51,759.41,83,30.47,65.34,5.62,102,3.37,29.93,Fog
50,603.35,79,30.47,160.2,10.12,102,3.37,30.09,Fog
50,650.13,70,30.47,125.23,7.87,102,9,30.01,Fog
51,635.82,65,30.47,106.25,11.25,102,6.75,30.03,Smoke
51,470.2,58,30.47,44.69,13.5,102,5.62,30,Smoke
50,593.8,67,30.47,136.03,6.75,102,4.5,29.85,Smoke
49,622.12,72,30.47,18.71,14.62,102,3.37,29.85,Smoke
49,564.42,66,30.47,43.53,6.75,102,4.5,30.11,Smoke
50,495.18,68,30.47,43.37,11.25,102,2.25,29.96,Smoke
50,562.09,72,30.47,93.6,11.25,102,3.37,29.95,Smoke
52,533.01,71,30.47,82.53,10.12,102,9,30.04,Smoke
51,465.38,59,30.47,61.62,4.5,102,12.37,30.01,Smoke
50,487.56,66,30.47,62.11,6.75,102,6.75,30.18,Smoke
49,455.1,76,30.46,111.89,3.37,102,4.5,30.1,Smoke
51,458.28,77,30.46,76.4,5.62,102,7.87,29.85,Smoke
53,410.17,39,30.46,28.59,3.37,102,4.5,29.95,Smoke
52,360.03,36,30.46,145.44,7.87,102,10.12,30.05,Smoke
51,401.1,40,30.46,128.1,14.62,102,5.62,30.33,Smoke
50,372.56,53,30.46,43.55,6.75,102,5.62,30.18,Clear
50,303.48,54,30.46,239.66,5.62,102,7.87,30.06,Clear
51,390.48,66,30.46,39.67,9,101,4.5,30.18,Clear
51,380.42,44,30.46,180.49,5.62,101,4.5,29.99,ShallowFog
50,349.91,44,30.46,196.31,11.25,101,6.75,30.09,Overcast
48,399.87,48,30.46,137.03,16.87,100,10.12,30.29,ShallowFog
47,355.3,50,30.46,111.06,16.87,100,5.62,30.08,Overcast
46,286.35,54,30.46,106.18,7.87,100,2.25,29.77,Smoke
44,300.94,57,30.46,139.96,11.25,100,5.62,30.13,ShallowFog
44,244.43,68,30.46,93.78,6.75,100,5.62,30.26,Smoke
45,216.67,56,30.46,131.03,2.25,100,3.37,30.04,Smoke
44,103.54,54,30.46,174.56,4.5,99,4.5,29.86,Smoke
44,93.82,52,30.46,142.35,4.5,99,10.12,29.9,Smoke
43,86.09,55,30.45,150.33,6.75,99,5.62,29.94,Smoke
42,79.91,57,30.45,120.08,12.37,98,4.5,29.74,Smoke
42,73.89,66,30.45,142.75,5.62,98,5.62,30.07,Smoke
42,67.76,63,30.46,112.49,5.62,99,9,30.15,Smoke
41,61.62,62,30.46,96.07,11.25,98,6.75,29.95,Smoke
41,54.5,67,30.46,116.98,7.87,98,2.25,29.95,Smoke
41,46.96,84,30.45,141.47,10.12,98,1.12,30.19,Smoke
41,38.46,85,30.45,128.93,11.25,98,3.37,30.14,Smoke
41,29.79,78,30.46,136.82,9,98,5.62,30.24,Smoke
40,21.5,72,30.46,191.86,7.87,98,4.5,30.08,ShallowFog
40,13.55,72,30.45,118.81,10.12,98,1.12,29.83,ShallowFog
40,7.18,71,30.45,124.92,12.37,98,2.25,29.79,ShallowFog
40,4.26,73,30.45,147.37,18,98,5.62,30.18,ShallowFog
39,2.39,79,30.45,139.32,10.12,98,2.25,30.13,ShallowFog
39,3.97,81,30.45,106.38,19.12,99,4.5,29.93,Clear
39,1.21,79,30.45,143.64,13.5,99,5.62,29.92,Clear
40,1.18,76,30.45,125.51,7.87,99,4.5,29.8,Clear
40,1.23,66,30.45,153.12,4.5,99,3.37,29.74,Smoke
40,1.2,58,30.44,111.34,7.87,99,1.12,30.03,Smoke
41,1.18,54,30.44,47.63,3.37,99,1.12,29.99,Smoke
40,1.17,52,30.44,126.96,11.25,99,2.25,29.81,Smoke
40,1.18,57,30.44,136.86,6.75,99,7.87,29.92,Smoke
40,1.19,57,30.44,134.39,12.37,99,5.62,30.14,Smoke
39,1.17,63,30.44,151.37,15.75,99,0,30.17,Smoke
40,1.2,63,30.44,154.71,9,99,1.12,30.01,Smoke
40,1.17,63,30.43,131.05,13.5,99,3.37,29.98,Smoke
42,1.19,58,30.43,80.72,3.37,100,2.25,29.91,Smoke
43,1.18,46,30.43,84.57,7.87,100,1.12,29.76,Smoke
43,1.22,47,30.43,135.69,7.87,100,3.37,29.96,Smoke
42,1.18,48,30.43,174.89,9,100,1.12,30.27,Smoke
42,1.22,50,30.43,155.17,11.25,100,3.37,30.06,Smoke
41,1.2,51,30.43,160.73,10.12,100,4.5,30.09,Smoke
41,1.18,52,30.43,137.45,10.12,99,2.25,30.17,Smoke
41,1.18,53,30.43,174.63,16.87,99,9,30.12,Smoke
41,1.2,53,30.43,171.66,15.75,99,2.25,30.1,Smoke
41,1.19,53,30.43,183.08,12.37,99,1.12,30.01,Smoke
